local_name,tourist_spot,address,tourist_type
중구,으능정이문화의거리,대전 중구 중앙로 145,street
대덕구,금강로하스대청공원,대전 대덕구 미호동 57-1,park
유성구,대전 엑스포 아쿠아리움,대전 유성구 엑스포로 1 대전 신세계 Art&Science 지하 1층,experience
동구,옛터민속박물관,대전 동구 산내로 321-35,museum
서구 ,장태산자연휴양림,대전 서구 장안로 461,arboretum
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
