local_name,tourist_spot,address,tourist_type
달성군,옥연지 송해공원,대구 달성군 옥포읍 기세리 306,park
서구,이현공원,대구 서구 이현동 산119,park
달서구,이월드,대구 달서구 두류공원로 200 이월드,experience
중구,청라언덕,대구 중구 달구벌대로 2029,nature
동구,동촌유원지,대구광역시 동구 효목1동 효동로6길,park
수성구,국립대구박물관,대구 수성구 청호로 321 국립대구박물관,museum
북구,하중도 유채꽃단지,대구 북구 노곡동 740,nature
달성군,비슬산자연휴양림,대구 달성군 유가읍 일연선사길 99,nature
남구,앞산공원전망대 ,대구 남구 대명동 산227-4,experience
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
